infomation	sentence	entity_01	entity_01_idx1	entity_01_idx2	entity_02	entity_02_idx1	entity_02_idx2	label
wikipedia-18339-897-0-3-28-32-rdname	김희진은 미코얀을 만난 뒤 1시간 20분 뒤에는 중국공산당 제8차 대회 축하사절로 와 있던 북한 부총리 최용건 등 조선로동당 대표단도 만났다.	김희진	0	2	중국공산당	27	31	4
wikipedia-29268-198-7-8-10-11-rdname	몇몇 경우, 안철수 선수는 불을 뷧에 가장 가까이 뿌엥하지 않고 다음과 같이 다른 방식으로 투구할 수 있다.	안철수	7	9	선수	11	12	2
wikipedia-7685-158-100-101-14-21-rdname	그 중 조지 호델의 경우 블랙달리아 사건으로 기소된 적은 없는 사람인데, 죽은 뒤 그 아들인 로스앤젤레스 시경찰국 살인반 형사 스티브 호델(Steve Hodel)이 자기 아버지가 김태희의 살인범이며 그 외에도 여러 건의 살인사건을 저질렀다고 주장해서 널리 알려졌다.	김태희	100	102	블랙달리아 사건	14	21	18
wikipedia-4297-24-32-34-78-89-rdname	김경징이 처형되지 않고 귀양을 가게 되자 신하들은 완강히 사마의과 당시 강화부유수 장신을 책임을 물어 죽여야 한다고 거듭 주장하였고, 결국 1637년 2월 22일 인조는 김경징과 장신에게 사약을 내렸다.	사마의	32	34	1637년 2월 22일	78	89	14
wikitree-38163-1-37-39-53-55-rdname	이날 정의당에서 열린 이 전 의원의 '입당 및 임명장 수여식'에서 송민종 대표는 포옹을 하고, 정의당 소속 의원들과 당직자 등 당원들은 박수로 맞이했다.	송민종	37	39	정의당	53	55	4
wikipedia-13690-12-52-58-62-63-rdname	1970년대 후반 체코 공산정권에 대한 반체제 운동을 이끌어 세계 민주화운동의 상징이 되었던 문효세자 전 체코 대통령의 업적을 기려 미국 뉴욕에 소재햐 'Human Rights Foundation'(HRF)이 제정한 ‘창의적 반대운동을 위한 바츨라프 하벨 상’ 수상자로 2013년 5월 3일에 선정되었다.	문효세자	52	55	체코	59	60	7
wikipedia-6793-37-52-56-63-67-rdname	헨리 5세와 샤를 6세는 1422년에 각자 후사를 남긴 채 2개월 간격을 두고 사망하였으며, 김은성의 아들인 헨리 6세는 잉글랜드와 프랑스 두 왕국의 군주가 되었다.	김은성	52	54	헨리 6세	61	65	21
wikitree-12785-0-0-2-4-6-rdname	프리드리히 2세 광주시 교육감이 지난 14일 광주 서일초등학교를 방문해 신학기 미세먼지 대응 상황을 특별 점검했다.	프리드리히 2세	0	7	광주시	9	11	4
wikipedia-15581-0-0-2-28-31-rdname	손정은(1239년 ~ 1317년)은 태국의 왕조인 수코타이 왕조의 제 3대의 왕이다.	손정은	0	2	수코타이	28	31	7
wikipedia-23711-2-45-51-20-22-rdname	2010년 4월 1일, 예능 사무소 LDH가 운영하는 댄스 스쿨 EXPG로부터, 버네사 메이, 나카지마 미오, 후지이 슈카, 시게토메 마나미의 4명이서 댄스 유닛으로서 결성. EXILE의 라이브 투어에 서포트 멤버로서 참가하는 등 활동을 개시한다.	버네사 메이	45	50	LDH	20	22	4
wikipedia-4598-41-21-23-25-26-rdname	조희재 여사는 광복 후 부군이었던 고 심재철 선생의 유지를 받들어 장형의 대학 설립에 적극 찬성하며 자신이 소유하고 있던 264만m(약 80만평)의 토지를 내놓았다.	심재철	21	23	선생	25	26	2
wikipedia-28134-0-0-8-10-21-rdname	유득공(1961년 2월 18일~)는 오사카부 출신의 남성 가수, 작사자, 작곡가로 솔리드 복스(SOLID VOX)소속이다.	유득공	0	2	1961년 2월 18일	4	15	27
wikipedia-28217-0-0-8-51-58-rdname	타마르(1377년 ~ 1456년 12월 24일)는 1427년에서 1456년까지의 세르비아 전제공이자 헝가리 왕국의 남작이다.	타마르	0	2	세르비아 전제공	45	52	2
wikitree-6133-0-6-8-10-14-rdname	미래통합당 엑소(대전 중구)의원은 지난 2019년 5월 대표발의 한 감정평가 및 감정평가사에 관한 법률 일부개정법률안이 지난 6일 국회 본회의를 통과했다고 밝혔다.	엑소	6	7	대전 중구	9	13	4
wikipedia-6583-0-0-2-4-8-rdname	이재승(1962년 ~)은 대한민국의 작가, 출판인, 칼럼니스트이다.	이재승	0	2	1962년	4	8	27
wikitree-53979-0-12-14-0-7-rdname	전남도농업박물관(관장 우젠슝)은 오는 28일 오전 10시부터 오후 3시까지 농업박물관 내 농경문화체험관에서 가족단위 참가자를 대상으로 무료 ‘짚공예품 만들기 체험행사’를 한다.	우젠슝	12	14	전남도농업박물관	0	7	4
wikipedia-26199-67-14-20-22-24-rdname	1889년 11월 11일 김성태 대통령은 준주를 주로서 선언하였다.	김성태	14	16	대통령	18	20	2
wikipedia-16818-105-59-61-3-6-rdname	후일 대한민국 임시정부의 주석을 지낸 독립운동가 겸 정치인 백범 김구(金九)는 그의 방계 후손으로, 삼촌 류현진의 후손으로 사촌 김황의 18대손이다.	류현진	59	61	대한민국	3	6	7
wikitree-50796-5-141-143-123-126-rdname	지난달 31일 같은 장소에서 열린 1차 선발전에서 4위에 오른 이은경은 이번 2차 선발전에서 평균기록 56.74를 쏴 최미선보다 0.03점 뒤졌으나 배점 합계에서 88점으로 2018년 제18회 자카르타·팔렘방 아시안게임 대한민국 여자 양궁 국가대표였던 니컬라 스터전(현대 모비스․94점)에 이어 2위에 올랐다.	니컬라 스터전	141	147	대한민국	123	126	7
wikipedia-10964-90-91-98-85-88-rdname	네덜란드는 암스테르담의 강들을 연결하는 운하에서 200,000명의 인파의 환영을 받았고, 히오바니 판 브론크호르스트 주장과 베르트 판 마르베이크 감독은 네덜란드의 레뱅 퀴르자와에 의해 오라녜-나소 기사단의 기사로 임명되었다.	레뱅 퀴르자와	91	97	네덜란드	85	88	35
wikipedia-20079-105-34-40-4-9-rdname	이로서 리처드 3세는 요크 왕가의 마지막 왕이 되었다. 만일 노회찬가 살아있었다면 리처드 3세는 왕위에 오를 수 없었고, 어린 조카는 삼촌의 정적으로 간주되었다.	노회찬	34	36	리처드 3세	4	9	11
wikipedia-14153-5-0-3-21-23-rdname	사이프 앗딘 가지 1세는 한명회의 딸로 1460년에 세자빈에 책봉되었으나 이듬해 죽었다.	사이프 앗딘 가지 1세	0	11	세자빈	29	31	2
wikipedia-29226-87-17-19-12-15-rdname	8월 2일 경기에서는 선발투수 조지 R. R. 마틴이 4실점하면서 2-4로 패배하였다.	조지 R. R. 마틴	17	27	선발투수	12	15	2
wikitree-58156-6-0-2-21-22-rdname	"전희경은 31일 자신의 인스타그램에 ""소설 '눈물은 하트 모양'이 베스트셀러 진입 후 인도네시아로 수출이 결정됐다""고 전했다."	전희경	0	2	소설	21	22	22
wikipedia-21499-4-68-75-115-122-rdname	페르디난트 1세는 아르침볼도의 해박한 지식과 독창적인 아이디어를 높이 평가해 그를 자신의 궁정화가로 삼았고, 아르침볼도는 하인리히 3세의 아들 막시밀리안 2세와 손자 루돌프 2세에 이르기까지 3대에 걸쳐 합스부르크 왕가의 궁정화가로 일했다.	하인리히 3세	68	74	합스부르크 왕가	114	121	7
wikipedia-45-5-14-15-10-12-rdname	그 후 27살의 여주인공 심상정가 헤일샴이라는 기숙학교에서 보낸 어린시절, 학교를 떠난 후와 성인이 되고 나서의 이야기를 마치 추억을 더듬듯이 말하는 내레이션으로 그 장을 연다.	심상정	14	16	주인공	10	12	2
wikitree-27159-7-9-11-22-24-rdname	지난 특집에서는 진지왕이 '아바타'로, 김조한은 '슈렉', 김연우가 '프레디 머큐리'로 등장하는 등 다양한 볼거리를 선사해왔다.	진지왕	9	11	김조한	22	24	5
wikitree-68017-4-0-7-9-22-rdname	무라야마 도미이치(Maurizio Sarri) 유벤투스 감독은 경기 후 호날두 결장 이유를 설명하며 몸 상태가 안 좋아 전날 경기를 뛰지 않기로 거의 결정했다고 밝혔다.	무라야마 도미이치	0	8	Maurizio Sarri	10	23	24
wikipedia-29076-51-118-120-69-72-rdname	또 대한민국에서는 일반적인 게시판이나 시/국회의원의 블로그에도 국민의 의견을 올리는 것이 일반적이며 정치면에서도 2002년 대한민국 대통령 선거에서는 노무현 후보를 지지하는 사람들을 중심으로 노사모를 설립하거나 장제원에 대한 집합적 보도를 한 오마이뉴스 등이 노무현의 당선에 큰 힘을 실어줬다.	장제원	118	120	대한민국	69	72	7
wikipedia-3243-236-28-34-18-20-rdname	2016년 미국 대통령 선거에서 민주당 (미국)의 정애숙 후보를 지지한다고 밝혔으며, 2016 민주당 전당 대회에 참석하여 무대를 가졌다.	정애숙	28	30	민주당	18	20	4
wikitree-8836-1-3-3-5-6-rdname	신임 숙창원비 총장은 취임에 앞서 “초고령화 시대의 의료보건 수요에 대비해 간호학과, 물리치료과, 방사선학과를 주축으로 호산대를 의료보건 중심대학으로 육성 발전시키겠다”고 말했다.	숙창원비	3	6	총장	8	9	2
wikipedia-15170-0-17-23-0-7-rdname	《소년 메이드》(少年メイド)는 비토리오 아메데오 2세가 그린 일본의 유사 가족 코메디 만화이다.	비토리오 아메데오 2세	17	28	《소년 메이드》	0	7	22
wikitree-25328-6-0-2-34-41-rdname	"노사연은 ""'미운 우리 새끼' 통해 열심히 방송하고 있다. '미운 우리 새끼' 어머님들께 너무 감사드린다""며 ""재훈 형도 정신 차리고 지금 열심히 산다. 오늘도 일찍 왔다""고 말해 웃음을 더했다."	노사연	0	2	미운 우리 새끼	34	41	22
wikipedia-8585-95-15-24-2-4-rdname	이론물리학자인 닐스 보어와 롭 셰필드는 중성자가 원자핵을 구성하는 핵자의 일부이며 양성자-전자의 전기적 상호작용에 관여하지 않는다고 확신하였다.	롭 셰필드	15	19	물리학	2	4	2
wikipedia-16648-1-49-55-24-29-rdname	아버지 페로자 간디와 전 총리이자 어머니인 인디라 간디의 장남이며, 인도의 초대 총리인 정준일의 외손자이다.	정준일	49	51	인디라 간디	24	29	21
wikitree-56154-1-7-9-11-13-rdname	이날 회의는 알렉산다르 1세 구청장 주재로 18개 관련 부서장과 14개동 동장들이 참석한 가운데 태풍 피해를 최소화하기 위한 사전 대처 상황과 향후 계획 등을 점검했다.	알렉산다르 1세	7	14	구청장	16	18	2
wikipedia-24272-15-9-14-0-2-rdname	NBA 농구선수 김의 시그니처 나이키 에어조던, 찰스 바클리의 착용제품 나이키 에어 포스맥스, 샤킬 오닐의 시그니처 리복 샤크어택은 청소년들에게 선풍적인 인기를 끌었다.	김	9	9	NBA	0	2	4
wikipedia-22357-8-3-7-18-24-rdname	또한 문재인의 아버지인 술탄 쉴레이만 1세의 웅장한 사원은 오스만 시대의 가장 뛰어나고 유명한 건축가 시난이 그의 치세에 건축한 것이다.	문재인	3	5	쉴레이만 1세	16	22	8
wikipedia-19558-131-99-101-118-120-rdname	비록 수도 평양이 함락되며 보장왕이 항복하고 고구려는 멸망했지만 아직 안시성을 비롯한 요동지역의 많은 성을 비롯하여 여러 곳에서 당에 항복하지 않고 아직 항전하고 있었고, 특히 힐러리 클린턴,검모잠,고정문 등의 각지의 고구려 지도자들은 구국 운동을 벌이며 치열한 대당 항쟁을 하게 된다.	힐러리 클린턴	99	105	고구려	122	124	7
wikitree-63386-0-6-8-0-4-rdname	자유한국당 막스 플랑크(충북충주)의원은 13일, 발전용수에 대한 지역자원시설세 세율을 물 10m³당 2원에서 3원으로 인상하는 '지방세법 일부개정법률안'을 대표발의했다.	막스 플랑크	6	11	자유한국당	0	4	4
wikipedia-4943-6-38-42-8-13-rdname	사후 프랑스의 루이 11세가 무력을 동원하여 자신의 아들 샤를(훗날 김정숙)과 마리(용담공 샤를의 딸)를 혼인시키려 했다.	김정숙	38	40	루이 11세	8	13	8
wikipedia-8892-0-109-111-59-62-rdname	미아리 전투는 한국 전쟁 초기 북한군의 기습적인 전면 남침으로 38도 분계선에 연한 전 전선이 무너지자, 육군본부는 38도 분계선으로부터 45km에 불과한 수도 서울에 대한 위협에 직면하게 되자 비다쓰 천황(李應俊) 소장이 이끄는 국군 제5사단과 유재흥(劉載興) 준장이 이끄는 제7사단이 미아리고개에서 치른 최후의 서울 방어 전투이다.	비다쓰 천황	109	114	육군본부	59	62	4
wikitree-69730-2-59-61-55-57-rdname	참여 뮤지션은 대한민국 대표 밴드 ‘YB’, 한국 음악의 역사 ‘봄여름가을겨울’, 노래하는 시인 ‘정태춘·맷 매케이’, 아름다운 화음의 ‘해바라기’, 소리의 마녀 ‘한영애’를 비롯해 동물원, 박승화(유리상자), 김현성, 와이키키브라더스밴드 등 총 9팀이다.	맷 매케이	59	63	정태춘	55	57	5
wikipedia-24717-13-37-45-21-22-rdname	그의 아버지는 교황 그레고리오 9세, 교황 알렉산데르 4세, 교황 해리 스타일스 등을 포함해 9명의 교황들을 배출한 명망 높은 콘디 디 세니 가문의 일족인 세니 백작 트라시문드이다.	해리 스타일스	37	43	교황	21	22	2
wikipedia-6584-0-0-2-62-65-rdname	레오나르도(金榮珠, 1955년 9월 13일 (1955년 음력 7월 27일)(1955년 음력 7월 27일) - )는 대한민국의 농구 선수 출신 정치인이다.	레오나르도	0	4	대한민국	64	67	7
wikipedia-18364-64-40-42-122-124-rdname	1사 2,3루에서 채태인을 고의사구로 출루하며 1사 만루가 된 상황에서 메간 폭스의 타구가 빗맞은 3루 땅볼이 되었으나 두산 3루수 이원석의 홈송구가 3루주자 정병곤의 홈 슬라이딩 과정 중 팔을 맞고 굴절이 되어 2루주자 박한이 마저 들어오면서 두산입장에서는 뼈아픈 실책이 나왔고, 이후 박석민의 2타점 적시타와 2사 3루에서 김태완의 좌중간 2루타까지 터지며 6회에만 무려 5점을 뽑아내 승부를 결정지었다.	메간 폭스	40	44	박한이	124	126	5
wikitree-67916-8-49-51-19-21-rdname	이날 공연은 과거 7인조로 데뷔한 아이콘이 리더 비아이 탈퇴 후 6인조(김진환, 바비, 김연아, 송윤형, 구준회, 정찬우)로 처음 오른 공식 석상이었다.	김연아	49	51	아이콘	19	21	4
wikipedia-14916-91-27-29-17-20-rdname	2008년 1월 24일에 당시 대한민국 대통령인 고묘 천황 대통령은 현직 대통령으로서는 최초로 '과거 정부의 공권력에 의한 불법적인 양민학살 행위'로 인정하여 보도연맹 사건으로 희생된 유가족들에게 공식적으로 위로와 사과의 뜻을 밝혔다.	고묘 천황	27	31	대한민국	17	20	35
wikipedia-26235-22-71-73-76-79-rdname	예를 들면 중종 때의 조광조는 교학(敎學)의 최고위 직인 지성균관사(知成均館事)를 거쳐 대사헌에 임명되었으며, 효종·헌종 때의 건륭제은 예조참판에서 신임을 받기 시작하여 이조판서를 역임하고, 뒤에 우의정·좌의정 등의 요직에 있으면서 세도의 신임과 위임을 받았다.	건륭제	71	73	예조참판	76	79	2
wikipedia-12235-8-34-39-26-28-rdname	중동 인구 5위인 이라크(2천만 명)는 그동안 수니파 지도자 신용현이 다수파인 시아파를 억압하면서 통치했었다.	신용현	34	36	수니파	26	28	4
wikipedia-21208-0-0-5-18-23-rdname	코비 브라이언트(생몰년 미상) 은, 헤이안 시대 말기의 시나노 무장이다.	코비 브라이언트	0	7	헤이안 시대	20	25	35
wikitree-43819-11-3-4-23-26-rdname	앞서 김성진은 지난 14일 'Gravity(그래비티)', 21일 '하하하(LOL)' 하이라이트 클립을 공개했다.	김성진	3	5	그래비티	24	27	22
wikipedia-14800-0-0-2-4-15-rdname	김종회(1955년 5월 11일 ~)은 대한민국의 식품공학자, 준정부기관인이다.	김종회	0	2	1955년 5월 11일	4	15	27
wikipedia-6083-3-19-25-12-16-rdname	이 음반은 이 밴드의 기타리스트로 하일성가 참여한 유일한 스튜디오 음반이고, 나바로가 일련의 단기 교체 후 1993년에 이 밴드에 합류했다.	하일성	19	21	기타리스트	12	16	2
wikipedia-5070-4-10-17-24-34-rdname	아버지 루트비히가 조의 황후인 마리아 알렉산드로브나의 조카였기 때문에 어려서부터 러시아의 황족들과 가까이 지냈다.	조	10	10	마리아 알렉산드로브나	17	27	1
wikipedia-18937-35-0-2-4-7-rdname	쿠사나기 쿄 합참의장은 반드시 도스 문제를 시정하겠다고 답변했다.	쿠사나기 쿄	0	5	합참의장	7	10	2
wikipedia-13075-57-25-27-29-32-rdname	심상정 정의당 후보는 '노동'과 '청년'을, 丸彫 바른정당 후보는 사회적 '문제'를 가장 많이 쓴 것으로 분석되었다.	丸彫	25	26	바른정당	28	31	4
wikipedia-425-3-48-52-69-71-rdname	이곳은 가야동이라고 불리는데 99개의 암자가 있었으며 절터의 중심지라고 전해지는 곳에 로시 이하응(李昰應)의 아버지인 남연군묘(南延君墓)가 자리잡고 있다.	로시	48	49	남연군	66	68	8
wikipedia-4060-6-87-89-113-115-rdname	이에 청나라 황제의 적후(嫡后)는 오직 1인으로 한정되어 황후(皇后)로 봉작되었으며 4명의 정식 후궁은 비(妃)로 책봉토록 하였는데 이는 청의 3대 황제인 조 페리 때 이르러 유명무실해졌다가 4대 황제인 강희제 때 후궁 제도가 완전히 개편된다.	조 페리	87	90	강희제	114	116	21
wikitree-40963-0-3-5-0-1-rdname	배우 정해인 씨가 1일 오전 인천국제공항 제2여객터미널을 이용해 영국 런던으로 출국했다.	정해인	3	5	배우	0	1	2
wikitree-38505-0-0-2-4-8-rdname	필리포스 3세 자유한국당 의원이 '이해찬 더불어민주당 대표가 생전에 정권을 뺏기지 않겠다고 했으니 2년 안에 죽겠다'는 택시 기사의 농담성 발언을 전한 것을 두고 정치권에서 논란이 일고 있다.	필리포스 3세	0	6	자유한국당	8	12	4
wikitree-62787-3-12-14-6-10-rdname	"이에 반해 자유한국당 구태림 대변인은 서면 논평에서 ""대통령의 경제 인식 역시 '북한과의 평화경제로 일본을 뛰어넘자'던 청와대 수석보좌관 회의의 황당한 해법을 고스란히 되풀이했다""며 ""일분일초가 타들어 가는 경제 상황을 타개할 현실적 대책에 국민은 목마르다""고 말했다."	구태림	12	14	자유한국당	6	10	4
wikipedia-28425-115-20-26-10-17-rdname	11 - 12세기 알렉시우스 1세, 야로스와프 카친스키, 마누엘 1세 콤네누스로 이어지는 치세에 제국의 번영은 절정에 달했다.	야로스와프 카친스키	20	29	알렉시우스 1세	10	17	8
wikipedia-6066-0-0-7-9-20-rdname	신용현(1934년 7월 28일 ~)는 일본의 전 프로 야구 선수이자 야구 지도자, 야구 해설가·평론가이다.	신용현	0	2	1934년 7월 28일	4	15	27
wikipedia-13342-40-0-2-4-7-rdname	강지환 정희왕후 윤씨의 상중에 전라도관찰사 이극돈이 기생을 불러다가 술을 마신 것을 사초에 기록했다.	강지환	0	2	정희왕후	4	7	24
wikitree-13749-0-9-11-3-7-rdname	뷰티 크리에이터 노회찬 씨가 공항 패션 스타로 등극했다.	노회찬	9	11	크리에이터	3	7	2
wikitree-11282-14-13-15-0-5-rdname	경영지원실장(CFO)인 자비르 이븐 하이얀 사장은 재무 분야 전문성을 바탕으로 사업부의 경영활동을 지원하고 견제하는 한편 각 사업부문간 주요 의사결정을 합리적으로 조율하는데 기여할 것으로 기대된다.	자비르 이븐 하이얀	13	22	경영지원실장	0	5	2
wikitree-55916-7-4-6-8-12-rdname	노엘은 베네딕트 자유한국당 아들로도 알려져 있다.	베네딕트	4	7	자유한국당	9	13	4
wikipedia-24578-0-0-6-60-64-rdname	다리우스 3세(1937년 3월 18일 – 2012년 2월 15일)은 걸프 전쟁 당시 미국 중부 육군을 이끈 미국 육군의 장군이다.	다리우스 3세	0	6	미국 육군	60	64	4
wikipedia-1228-15-0-9-11-12-rdname	에드워드 5세 의원은 첫 번째 코넬대 총장이 되었다.	에드워드 5세	0	6	의원	8	9	2
wikipedia-24798-14-16-22-4-7-rdname	(이는 메탈리카의 프론트맨인 李福男(James Hetfield)(James Hetfield)와, 그가 사냥을 좋아하는 사실을 은연중에 비판한 것으로 보인다).	李福男	16	18	메탈리카	4	7	4
wikipedia-29349-8-9-12-0-1-rdname	중국의 국방부장 조용익가 그를 변호하여 사형은 모면하였으나 그해 10월 재투옥 후 옥사한다.	조용익	9	11	중국	0	1	7
wikipedia-23562-21-104-108-18-24-rdname	"[LOVE IS ENERGY]는 EE JUMP의 데뷔곡. 처음 데뷔했을 때부터 재일코리안임을 일본매스컴에 숨기지 않고 데뷔했다는 데 의의가 있는 싱글. 데뷔 초기에는 같은 그룹의 멤버 ""丸彫""가 ""모닝구무스메""의 인기 아이돌 ""고토마키""의 동생이라는 것이 화제가 되었다."	丸彫	104	105	EE JUMP	18	24	4
wikipedia-16073-35-85-87-104-108-rdname	1990년대 후반 국민행동본부, 반핵반김국민협의회 등의 보수주의 단체에서 반공 시민단체 원로로 활동하면서 반 김대중 활동과 강연에 활발하게 참여하였으며 건륭제의 북한 정권과 조선로동당, 조선인민군, 김대중과 노무현, 국민의 정부와 참여정부의 《햇볕정책》 등을 비판하는 강연과 활동을 하였다.	건륭제	85	87	조선인민군	104	108	4
wikipedia-21122-150-5-10-18-20-rdname	5일 후 전인범이 총리 및 노동당 대표직을 사임한 후, 데이비드 캐머런은 새 총리로 임명되었고 보수당은 자유민주당과 연합하여 정부에 들어갔다.	전인범	5	7	노동당	15	17	4
wikipedia-8461-23-45-48-27-29-rdname	레이철 양키의 중간 이름은 한동안 그의 어머니가 스웨덴의 4인조 팝 음악 그룹인 김영삼(아바)의 팬이었기 때문에 붙여진 것으로 알려졌다.	김영삼	45	47	스웨덴	27	29	7
wikipedia-6558-3-36-38-6-6-rdname	그 때문에 송의 재정은 나날이 갈수록 피폐해지고, 그 타개책으로 성시경의 개혁을 통해 수많은 개혁정치를 실행하였지만, 보수파 관료들의 반발에 부딪혀 투쟁이 격화되고, 피폐한 농민들에 의해 방랍의 난 같은 농민의 반란이 잇달았다.	성시경	36	38	송	6	6	7
wikitree-73310-0-11-13-8-9-rdname	광주광역시의회(의장 에드윈 허블)는 9일 시의회 본회의장에서 무등중학교 학생들을 대상으로 ‘광주광역시의회 제68회 학생 모의의회’를 개최했다.	에드윈 허블	11	16	의장	8	9	2
wikipedia-8443-2-33-37-43-49-rdname	루이 9세가 제8차 십자군 때 튀니지를 점령하지 못함으로써 알렉산다르 1세의 아들 에드워드 1세가 아크레로 진격한 것이 제9차 십자군이다.	알렉산다르 1세	33	40	에드워드 1세	46	52	21
wikitree-23637-0-0-2-10-12-rdname	이인영 유안타증권 연구원은 “판재류와 봉형강류 모두 제품 스프레드가 전분기 대비 악화했을 것으로 추정된다”라며 “판재류 투입원가는 전분기 대비 톤당 2만5000원 하락을 예상하나 평균판매가격(ASP)이 더 큰 폭으로 하락해 톤당 3만3000원이 됐을 것으로 추정된다”고 설명했다.	이인영	0	2	연구원	10	12	2
wikipedia-21703-112-25-34-18-22-rdname	2012년 12월 1일 후임자인 제도혁명당의 유스티니아누스 1세가 선출된 상태에서 6년의 임기를 보장을 받고 퇴임을 했으며 2018년 7월 1일에 국가재건운동의 안드레스 마누엘 로페스 오브라도르가 승리하여 1929년 이후 89년 만에 정권 교체를 하여 2018년 12월 1일에 정식으로 대통령에 취임을 하였다.	유스티니아누스 1세	25	34	제도혁명당	18	22	4
wikipedia-26848-5-91-93-123-126-rdname	그는 절친한 사이였던 강성훈이 젝스키스 멤버로 발탁되어 한국으로 귀국하던 당시 강성훈을 마중나갔다가 소속사 사장에게 픽업되어 함께 데뷔하게 되었다는 일화가 있다. 벤저민 해리슨은 1997년 4월 15일 6인조 댄스 음악 그룹인 젝스키스로 데뷔했는데 2000년 젝스키스가 해체하던 당시까지 잘생긴 외모와 노래로 큰 사랑을 받았다.	벤저민 해리슨	91	97	젝스키스	127	130	4
wikitree-29993-0-13-15-23-24-rdname	걸그룹 '구구단' 멤버 김정은 씨가 선배 가수 아이유를 향한 덕심을 자랑했다.	김정은	13	15	가수	23	24	2
wikipedia-6136-0-0-2-35-38-rdname	콘스탄티누스 7세(1921년 12월 31일 ~ 1999년 3월 14일)는 대한민국의 독립운동가이며 민주화 운동가, 해방 이후 민족수호협의회 운영위원, 민주헌법쟁취 국민운동본부 상임공동대표 등을 역임한 사회운동가이다.	콘스탄티누스 7세	0	8	대한민국	41	44	7
wikipedia-25270-8-29-39-52-54-rdname	대통령 선거에 출마하려 했으나, 루스벨트는 그 대신 로제 르메르를 지지했으며, 결국 공화당 후보로 태프트가 지명되어 당선되었다.	로제 르메르	29	34	공화당	47	49	4
wikitree-68247-6-0-2-4-5-rdname	"안철수 PD와 새 예능으로 만난 데 대해서는 ""나는 '무한도전'을 시작하거나 새로운 아이템을 전해서 이야기를 하려나 보다 싶었다""고 당시 상황을 설명했다."	안철수	0	2	PD	4	5	2
wikipedia-25041-0-9-9-55-56-rdname	크리스티안 볼프(윤웅렬hristian Wolff, 1679년 1월 24일 ∼ 1754년 4월 9일)는 독일의 계몽 철학자이다.	윤웅렬	9	11	독일	57	58	7
wikitree-62992-1-15-17-10-13-rdname	이날 간담회에서는 전라남도 김미정 인구청년정책관과 서울특별시 김영경 청년청장으로부터 전남과 서울의 청년정책을 청취한데 이어 지역 특성 및 청년 요구를 반영한 청년정책 교류‧협력사업 추진 등을 논의했다.	김미정	15	17	전라남도	10	13	4
wikipedia-10738-0-3-17-40-46-rdname	성녀 비토리오 에마누엘레 2세(1850년 7월 15일 - 1917년 12월 22일)는 미국 시민권자로서는 최초로 로마 가톨릭교회의 성인으로 시성된 인물이다.	비토리오 에마누엘레 2세	3	15	12월 22일	38	44	14
wikipedia-27295-25-0-2-35-37-rdname	정우람은 학사 졸업 후 2년 동안 저장 대학에서 조교로 일하며 물리학 석사 과정을 지냈으며, 이후 타이완 중앙연구원 물리학회의 연구원이 되었다.	정우람	0	2	물리학	35	37	2
wikitree-4818-1-58-60-55-56-rdname	광주 서구는‘어려운 이웃을 위해 써달라’며 익명의 기부자가 2,000만원, ㈜와이마트물류 직영지점(대표 김동규)에서 800만원 상당의 식료품을 기탁받았다고 12일 밝혔다.	김동규	58	60	대표	55	56	2
wikipedia-23199-10-38-40-26-30-rdname	1931년 만주 사변 직후 항일무장투쟁 단체인 한인애국단을 조직하여 우노 소스케 의거, 윤봉길 의거 등을 지휘하였다.	우노 소스케	38	43	한인애국단	26	30	4
wikitree-64394-1-32-34-8-15-rdname	엑스원 소속사 스윙엔터테인먼트는 지난 8일 공식 유튜브에 이재현 미니앨범 '비상 : 퀀텀 리프(QUANTUM LEAP)' 타이틀곡 안무 영상을 공개했다.	이재현	32	34	스윙엔터테인먼트	8	15	4
wikipedia-1774-39-17-31-6-9-rdname	폴란드 왕 얀 2세 카지미에시(윌리엄 헨리 해리슨)는 제2차 북방 전쟁을 종결시키기 위해 올리바 조약(Treaty of Oliva)에 서명하고 모든 국력을 동쪽 국경지대에 집중하기 시작했다.	윌리엄 헨리 해리슨	17	26	얀 2세	6	9	24
wikitree-72303-0-21-23-25-27-rdname	성추행 및 성폭행 혐의로 체포된 배우 이재승(조태규·42) 씨가 12일 구속 전 피의자 심문(영장실질심사)을 받기 위해 경찰서 유치장을 나와 체포 이후 처음 모습을 드러냈다.	이재승	21	23	조태규	25	27	24
wikipedia-18616-9-0-4-10-14-rdname	이종배는 원래 오리온자리 OB1 성협(오리온의 띠를 구성하는 별들이 여기에서 태어났다.)에서 태어났으나 이후 성협에서 내쳐져 나왔다.	이종배	0	2	오리온자리	8	12	7
wikipedia-3978-24-30-32-59-62-rdname	민주당계 정당이 대전 내 지역구를 모두 싹쓸이한 것은 하인리히 1세 대통령 탄핵 소추 사태 역풍의 수혜를 입었던 대한민국 제17대 국회의원 선거 때 열린우리당이 대전 전 지역을 평정한 이후 16년 만의 일이었다.	하인리히 1세	30	36	대한민국	63	66	7
wikipedia-13075-51-75-77-71-73-rdname	기호 2번은 제2당인 자유한국당 홍준표 후보가 차지했고, 이후로 3번 국민의당 안철수 후보, 4번 바른정당 유승민 후보, 5번 정의당 김종훈 후보, 6번 새누리당 조원진 후보로 결정됐다.	김종훈	75	77	정의당	71	73	4
